1.48056, 6.16039, 0.626653, 0.907361, 0, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.48003, 6.14039, 0.627075, 0.907361, -1.73472e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47935, 6.1204, 0.627643, 0.907361, -2.1684e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47888, 6.1004, 0.627997, 0.907361, -3.03577e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47839, 6.0804, 0.628373, 0.907361, -1.30104e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47834, 6.0604, 0.628316, 0.907361, -1.51788e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47825, 6.0404, 0.628295, 0.907361, 4.33681e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47875, 6.0204, 0.627693, 0.907361, 0, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47805, 6.0004, 0.628286, 0.907361, -2.38524e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47828, 5.9804, 0.627949, 0.907361, -3.46945e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47821, 5.9604, 0.627908, 0.907361, -3.03577e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47815, 5.9404, 0.627859, 0.907361, -1.73472e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47807, 5.9204, 0.627826, 0.907361, -3.03577e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47733, 5.9004, 0.628455, 0.907361, -2.1684e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47722, 5.8804, 0.62846, 0.907361, -8.67362e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47706, 5.86041, 0.628512, 0.907361, -2.60209e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47692, 5.84041, 0.628537, 0.907361, -2.1684e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47682, 5.82041, 0.62853, 0.907361, -1.73472e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47676, 5.80041, 0.628488, 0.907361, -2.60209e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47665, 5.78041, 0.628482, 0.907361, -4.33681e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47658, 5.76041, 0.628448, 0.907361, -1.30104e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47657, 5.74041, 0.628346, 0.907361, -4.33681e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47613, 5.72041, 0.628674, 0.907361, -1.73472e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47621, 5.70041, 0.628493, 0.907361, -8.67362e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47569, 5.68041, 0.628899, 0.907361, -2.1684e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47516, 5.66041, 0.629318, 0.907361, -8.67362e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47516, 5.64041, 0.629209, 0.907361, 5.63785e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47663, 5.6204, 0.627644, 0.907361, -1.95156e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47638, 5.6004, 0.627783, 0.907361, 4.33681e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47586, 5.58041, 0.628197, 0.907361, -6.50521e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47529, 5.56041, 0.628651, 0.907361, -2.1684e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.4752, 5.54041, 0.62863, 0.907361, -1.73472e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47507, 5.52041, 0.628649, 0.907361, -2.60209e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47483, 5.50041, 0.628785, 0.907361, -1.30104e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47498, 5.48041, 0.62853, 0.907361, -1.30104e-18, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47463, 5.46041, 0.628771, 0.907361, -8.67362e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
1.47481, 5.44041, 0.628477, 0.907361, -2.1684e-19, 0.420352, -0.0004779, -0.999999, 0.00103158, 0.420352, -0.0011369, -0.90736
